,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol*chlorides,alcohol*citric acid,alcohol*density,alcohol*fixed acidity,alcohol*free sulfur dioxide,alcohol*pH,alcohol*residual sugar,alcohol*sulphates,alcohol*total sulfur dioxide,alcohol*volatile acidity,chlorides*citric acid,chlorides*density,chlorides*fixed acidity,chlorides*free sulfur dioxide,chlorides*pH,chlorides*residual sugar,chlorides*sulphates,chlorides*total sulfur dioxide,chlorides*volatile acidity,citric acid*density,citric acid*fixed acidity,citric acid*free sulfur dioxide,citric acid*pH,citric acid*residual sugar,citric acid*sulphates,citric acid*total sulfur dioxide,citric acid*volatile acidity,density*fixed acidity,density*free sulfur dioxide,density*pH,density*residual sugar,density*sulphates,density*total sulfur dioxide,density*volatile acidity,fixed acidity*free sulfur dioxide,fixed acidity*pH,fixed acidity*residual sugar,fixed acidity*sulphates,fixed acidity*total sulfur dioxide,fixed acidity*volatile acidity,free sulfur dioxide*pH,free sulfur dioxide*residual sugar,free sulfur dioxide*sulphates,free sulfur dioxide*total sulfur dioxide,free sulfur dioxide*volatile acidity,pH*residual sugar,pH*sulphates,pH*total sulfur dioxide,pH*volatile acidity,residual sugar*sulphates,residual sugar*total sulfur dioxide,residual sugar*volatile acidity,sulphates*total sulfur dioxide,sulphates*volatile acidity,total sulfur dioxide*volatile acidity,alcohol**2,chlorides**2,citric acid**2,density**2,fixed acidity**2,free sulfur dioxide**2,pH**2,residual sugar**2,sulphates**2,total sulfur dioxide**2,volatile acidity**2
10,6.7,0.58,0.08,1.8,0.09699999999999999,15.0,65.0,0.9959,3.28,0.54,9.2,5,0.8923999999999999,0.736,9.162279999999999,61.63999999999999,138.0,30.175999999999995,16.56,4.968,598.0,5.335999999999999,0.0077599999999999995,0.09660229999999999,0.6498999999999999,1.4549999999999998,0.31815999999999994,0.17459999999999998,0.052379999999999996,6.305,0.05625999999999999,0.079672,0.536,1.2,0.26239999999999997,0.14400000000000002,0.0432,5.2,0.0464,6.67253,14.9385,3.266552,1.79262,0.537786,64.7335,0.577622,100.5,21.976,12.06,3.6180000000000003,435.5,3.8859999999999997,49.199999999999996,27.0,8.100000000000001,975.0,8.7,5.904,1.7712,213.2,1.9023999999999996,0.9720000000000001,117.0,1.044,35.1,0.3132,37.699999999999996,84.63999999999999,0.009408999999999997,0.0064,0.99181681,44.89,225.0,10.758399999999998,3.24,0.2916,4225.0,0.3364
11,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5,0.7454999999999999,3.78,10.4769,78.75,178.5,35.175000000000004,64.05,8.4,1071.0,5.25,0.025559999999999996,0.0708438,0.5325,1.2069999999999999,0.23784999999999998,0.43309999999999993,0.056799999999999996,7.241999999999999,0.0355,0.35920799999999997,2.6999999999999997,6.12,1.206,2.1959999999999997,0.288,36.72,0.18,7.4835,16.962600000000002,3.34263,6.08658,0.7982400000000001,101.7756,0.4989,127.5,25.125,45.75,6.0,765.0,3.75,56.95,103.69999999999999,13.600000000000001,1734.0,8.5,20.435,2.68,341.7,1.675,4.88,622.1999999999999,3.05,81.60000000000001,0.4,51.0,110.25,0.0050409999999999995,0.1296,0.99560484,56.25,289.0,11.2225,37.209999999999994,0.6400000000000001,10404.0,0.25
12,5.6,0.615,0.0,1.6,0.08900000000000001,16.0,59.0,0.9943,3.58,0.52,9.9,5,0.8811000000000001,0.0,9.84357,55.44,158.4,35.442,15.840000000000002,5.148000000000001,584.1,6.0885,0.0,0.08849270000000001,0.4984,1.4240000000000002,0.31862,0.14240000000000003,0.04628000000000001,5.251,0.054735000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.568079999999999,15.9088,3.559594,1.59088,0.517036,58.6637,0.6114944999999999,89.6,20.048,8.959999999999999,2.912,330.4,3.444,57.28,25.6,8.32,944.0,9.84,5.728000000000001,1.8616000000000001,211.22,2.2017,0.8320000000000001,94.4,0.984,30.68,0.31980000000000003,36.285,98.01,0.007921000000000001,0.0,0.98863249,31.359999999999996,256.0,12.8164,2.5600000000000005,0.27040000000000003,3481.0,0.378225
13,7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5,1.0374,2.639,9.07634,70.97999999999999,81.89999999999999,29.665999999999997,14.56,14.196,263.9,5.550999999999999,0.03306,0.1137036,0.8892,1.026,0.37163999999999997,0.1824,0.17784000000000003,3.306,0.06954,0.28924599999999995,2.262,2.61,0.9453999999999999,0.46399999999999997,0.45239999999999997,8.41,0.17689999999999997,7.779719999999999,8.9766,3.2515239999999994,1.59584,1.555944,28.924599999999998,0.608414,70.2,25.427999999999997,12.48,12.168,226.2,4.758,29.339999999999996,14.4,14.040000000000001,261.0,5.49,5.216,5.0855999999999995,94.53999999999999,1.9886,2.4960000000000004,46.400000000000006,0.976,45.24,0.9516,17.69,82.80999999999999,0.012996,0.0841,0.9948067599999999,60.839999999999996,81.0,10.6276,2.5600000000000005,2.4336,841.0,0.3721
14,8.9,0.62,0.18,3.8,0.17600000000000002,52.0,145.0,0.9986,3.16,0.88,9.2,5,1.6192,1.656,9.18712,81.88,478.4,29.072,34.959999999999994,8.096,1334.0,5.704,0.03168,0.17575360000000004,1.5664000000000002,9.152000000000001,0.5561600000000001,0.6688000000000001,0.15488000000000002,25.520000000000003,0.10912000000000001,0.179748,1.602,9.36,0.5688,0.6839999999999999,0.15839999999999999,26.099999999999998,0.11159999999999999,8.887540000000001,51.9272,3.1555760000000004,3.79468,0.878768,144.797,0.619132,462.8,28.124000000000002,33.82,7.832000000000001,1290.5,5.518,164.32,197.6,45.76,7540.0,32.24,12.008,2.7808,458.20000000000005,1.9592,3.344,551.0,2.356,127.6,0.5456,89.9,84.63999999999999,0.030976000000000007,0.0324,0.99720196,79.21000000000001,2704.0,9.985600000000002,14.44,0.7744,21025.0,0.3844
15,8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,5,1.564,1.7479999999999998,9.18712,81.88,469.2,29.163999999999998,35.879999999999995,8.556,1361.6,5.704,0.0323,0.16976200000000002,1.5130000000000001,8.67,0.5389,0.663,0.15810000000000002,25.16,0.10540000000000001,0.189734,1.691,9.69,0.6023,0.741,0.17670000000000002,28.12,0.1178,8.887540000000001,50.9286,3.165562,3.89454,0.9286980000000001,147.7928,0.619132,453.90000000000003,28.213,34.71,8.277000000000001,1317.2,5.518,161.67,198.9,47.43,7548.0,31.62,12.363,2.9481,469.15999999999997,1.9654,3.6270000000000002,577.1999999999999,2.418,137.64000000000001,0.5766,91.76,84.63999999999999,0.028900000000000006,0.0361,0.99720196,79.21000000000001,2601.0,10.0489,15.209999999999999,0.8649000000000001,21904.0,0.3844
16,8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7,0.966,5.880000000000001,10.46745,89.25,367.5,34.65,18.900000000000002,7.875,1081.5,2.9400000000000004,0.05152,0.0917148,0.782,3.2199999999999998,0.3036,0.1656,0.069,9.475999999999999,0.02576,0.5582640000000001,4.760000000000001,19.6,1.848,1.0080000000000002,0.42000000000000004,57.68000000000001,0.15680000000000002,8.47365,34.8915,3.28977,1.7944200000000001,0.747675,102.6807,0.27913200000000005,297.5,28.049999999999997,15.3,6.375,875.5,2.3800000000000003,115.5,63.0,26.25,3605.0,9.8,5.9399999999999995,2.4749999999999996,339.9,0.924,1.35,185.4,0.5040000000000001,77.25,0.21000000000000002,28.840000000000003,110.25,0.008464,0.31360000000000005,0.99380961,72.25,1225.0,10.889999999999999,3.24,0.5625,10609.0,0.07840000000000001
17,8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,5,3.4224,2.6040000000000005,9.270240000000001,75.33,148.8,28.923000000000002,15.81,11.904000000000002,520.8000000000001,5.208000000000001,0.10304,0.3668224,2.9808,5.888,1.14448,0.6255999999999999,0.47104,20.608,0.20608,0.279104,2.2680000000000002,4.48,0.8708,0.47600000000000003,0.35840000000000005,15.680000000000001,0.15680000000000002,8.07408,15.9488,3.100048,1.69456,1.2759040000000001,55.8208,0.558208,129.6,25.191,13.77,10.368,453.59999999999997,4.5360000000000005,49.76,27.2,20.48,896.0,8.96,5.287,3.9808,174.16,1.7416,2.176,95.2,0.9520000000000001,71.68,0.7168000000000001,31.360000000000003,86.49000000000001,0.135424,0.07840000000000001,0.9936102400000001,65.61,256.0,9.672099999999999,2.8899999999999997,1.6384,3136.0,0.31360000000000005
18,7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4,0.7739999999999999,0.72,8.9766,66.60000000000001,54.0,30.419999999999998,39.6,4.5,261.0,5.31,0.00688,0.08577639999999999,0.6364,0.516,0.29068,0.3784,0.043,2.4939999999999998,0.05073999999999999,0.079792,0.5920000000000001,0.48,0.2704,0.35200000000000004,0.04,2.32,0.0472,7.38076,5.9844,3.371212,4.38856,0.4987,28.924599999999998,0.5884659999999999,44.400000000000006,25.012,32.56,3.7,214.60000000000002,4.366,20.28,26.400000000000002,3.0,174.0,3.54,14.872,1.69,98.02,1.9941999999999998,2.2,127.60000000000001,2.596,14.5,0.295,17.11,81.0,0.007395999999999999,0.0064,0.9948067599999999,54.760000000000005,36.0,11.424399999999999,19.360000000000003,0.25,841.0,0.34809999999999997
19,7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,6,3.1372,4.691999999999999,9.171479999999999,72.67999999999999,156.39999999999998,27.967999999999996,16.56,9.936,515.1999999999999,2.944,0.17391,0.33994290000000005,2.6939,5.797000000000001,1.03664,0.6138,0.36828000000000005,19.096,0.10912000000000001,0.5084190000000001,4.029,8.67,1.5504,0.918,0.5508000000000001,28.560000000000002,0.1632,7.87551,16.9473,3.030576,1.7944200000000001,1.0766520000000002,55.8264,0.319008,134.3,24.016000000000002,14.22,8.532000000000002,442.40000000000003,2.528,51.68,30.6,18.36,952.0,5.44,5.472,3.2832000000000003,170.24,0.9728,1.9440000000000002,100.8,0.5760000000000001,60.480000000000004,0.3456,17.92,84.63999999999999,0.11628100000000002,0.2601,0.99380961,62.410000000000004,289.0,9.2416,3.24,1.1664,3136.0,0.1024
20,8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6,0.7238,4.512,9.36992,83.66000000000001,272.6,31.866000000000003,16.92,4.982,564.0,2.068,0.03696,0.0767536,0.6853,2.233,0.26103,0.1386,0.04081,4.62,0.01694,0.478464,4.272,13.92,1.6272,0.864,0.2544,28.799999999999997,0.1056,8.87152,28.9072,3.3791520000000004,1.79424,0.528304,59.808,0.21929600000000002,258.1,30.171000000000003,16.02,4.7170000000000005,534.0,1.9580000000000002,98.31,52.2,15.370000000000001,1740.0,6.38,6.102,1.7967000000000002,203.4,0.7458,0.9540000000000001,108.0,0.396,31.8,0.11660000000000001,13.2,88.36000000000001,0.005929,0.2304,0.9936102400000001,79.21000000000001,841.0,11.4921,3.24,0.28090000000000004,3600.0,0.0484
21,7.6,0.39,0.31,2.3,0.08199999999999999,23.0,71.0,0.9982,3.52,0.65,9.7,5,0.7953999999999999,3.0069999999999997,9.68254,73.71999999999998,223.1,34.144,22.309999999999995,6.305,688.6999999999999,3.783,0.025419999999999998,0.08185239999999999,0.6231999999999999,1.8859999999999997,0.28863999999999995,0.18859999999999996,0.05329999999999999,5.821999999999999,0.031979999999999995,0.309442,2.356,7.13,1.0912,0.713,0.2015,22.01,0.12090000000000001,7.58632,22.9586,3.513664,2.29586,0.64883,70.87219999999999,0.389298,174.79999999999998,26.752,17.479999999999997,4.9399999999999995,539.6,2.964,80.96,52.9,14.950000000000001,1633.0,8.97,8.096,2.2880000000000003,249.92,1.3728,1.4949999999999999,163.29999999999998,0.8969999999999999,46.15,0.2535,27.69,94.08999999999999,0.006723999999999998,0.0961,0.9964032399999999,57.76,529.0,12.3904,5.289999999999999,0.42250000000000004,5041.0,0.1521
22,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5,1.007,1.9949999999999999,9.4677,75.05,95.0,30.115,15.200000000000001,8.645,351.5,4.085,0.02226,0.1056396,0.8374,1.06,0.33602,0.1696,0.09646,3.9219999999999997,0.045579999999999996,0.209286,1.659,2.1,0.6657,0.336,0.1911,7.77,0.09029999999999999,7.87314,9.966000000000001,3.159222,1.5945600000000002,0.9069060000000001,36.8742,0.42853800000000003,79.0,25.043,12.64,7.189000000000001,292.3,3.3970000000000002,31.7,16.0,9.1,370.0,4.3,5.072,2.8847,117.28999999999999,1.3631,1.4560000000000002,59.2,0.6880000000000001,33.67,0.3913,15.91,90.25,0.011236,0.04409999999999999,0.9932115600000001,62.410000000000004,100.0,10.0489,2.5600000000000005,0.8281000000000001,1369.0,0.18489999999999998
23,8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,5,0.7896000000000001,1.034,9.36992,79.9,84.60000000000001,29.798000000000002,21.619999999999997,4.982,629.8000000000001,4.606,0.00924,0.0837312,0.7140000000000001,0.756,0.26628,0.1932,0.044520000000000004,5.628,0.04116,0.10964800000000001,0.935,0.99,0.3487,0.253,0.058300000000000005,7.37,0.053899999999999997,8.4728,8.9712,3.159856,2.29264,0.528304,66.7856,0.488432,76.5,26.945,19.549999999999997,4.505,569.5,4.165,28.53,20.7,4.7700000000000005,603.0,4.41,7.2909999999999995,1.6801000000000001,212.39,1.5533,1.2189999999999999,154.1,1.127,35.510000000000005,0.2597,32.83,88.36000000000001,0.007056000000000001,0.0121,0.9936102400000001,72.25,81.0,10.0489,5.289999999999999,0.28090000000000004,4489.0,0.24009999999999998
24,6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,6,0.8245,1.358,9.66896,66.92999999999999,203.7,33.271,23.279999999999998,6.111,388.0,3.88,0.011900000000000003,0.08472800000000001,0.5865,1.7850000000000001,0.29155000000000003,0.20400000000000001,0.05355000000000001,3.4000000000000004,0.034,0.139552,0.9660000000000002,2.9400000000000004,0.48020000000000007,0.336,0.08820000000000001,5.6000000000000005,0.05600000000000001,6.8779200000000005,20.9328,3.4190240000000003,2.39232,0.627984,39.872,0.39872,144.9,23.667,16.56,4.347,276.0,2.7600000000000002,72.03,50.4,13.23,840.0,8.4,8.232,2.1609000000000003,137.20000000000002,1.372,1.512,96.0,0.96,25.2,0.252,16.0,94.08999999999999,0.007225000000000001,0.019600000000000003,0.9936102400000001,47.61000000000001,441.0,11.7649,5.76,0.39690000000000003,1600.0,0.16000000000000003
25,6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,5,0.7440000000000001,1.4880000000000002,9.25815,58.59,102.30000000000001,31.062,13.02,5.208000000000001,213.9,3.6270000000000002,0.0128,0.07964,0.504,0.88,0.2672,0.11199999999999999,0.044800000000000006,1.84,0.031200000000000002,0.15928,1.008,1.76,0.5344,0.22399999999999998,0.08960000000000001,3.68,0.062400000000000004,6.27165,10.9505,3.32497,1.3937,0.5574800000000001,22.8965,0.388245,69.3,21.041999999999998,8.819999999999999,3.528,144.9,2.457,36.739999999999995,15.399999999999999,6.16,253.0,4.29,4.675999999999999,1.8704,76.82,1.3026,0.784,32.199999999999996,0.5459999999999999,12.88,0.21840000000000004,8.97,86.49000000000001,0.0064,0.0256,0.9910202500000002,39.69,121.0,11.1556,1.9599999999999997,0.31360000000000005,529.0,0.1521
26,7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,5,0.76,2.28,9.463899999999999,72.2,38.0,31.159999999999997,17.1,5.6049999999999995,104.5,3.8949999999999996,0.0192,0.079696,0.608,0.32,0.26239999999999997,0.14400000000000002,0.0472,0.88,0.032799999999999996,0.239088,1.8239999999999998,0.96,0.7871999999999999,0.432,0.14159999999999998,2.6399999999999997,0.09839999999999999,7.57112,3.9848,3.2675359999999998,1.79316,0.587758,10.9582,0.40844199999999997,30.4,24.927999999999997,13.68,4.484,83.6,3.1159999999999997,13.12,7.2,2.36,44.0,1.64,5.904,1.9351999999999998,36.08,1.3447999999999998,1.062,19.8,0.738,6.489999999999999,0.24189999999999998,4.51,90.25,0.0064,0.0576,0.9924144399999999,57.76,16.0,10.758399999999998,3.24,0.34809999999999997,121.0,0.16809999999999997
27,7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5,1.007,1.9949999999999999,9.4677,75.05,95.0,30.115,15.200000000000001,8.645,351.5,4.085,0.02226,0.1056396,0.8374,1.06,0.33602,0.1696,0.09646,3.9219999999999997,0.045579999999999996,0.209286,1.659,2.1,0.6657,0.336,0.1911,7.77,0.09029999999999999,7.87314,9.966000000000001,3.159222,1.5945600000000002,0.9069060000000001,36.8742,0.42853800000000003,79.0,25.043,12.64,7.189000000000001,292.3,3.3970000000000002,31.7,16.0,9.1,370.0,4.3,5.072,2.8847,117.28999999999999,1.3631,1.4560000000000002,59.2,0.6880000000000001,33.67,0.3913,15.91,90.25,0.011236,0.04409999999999999,0.9932115600000001,62.410000000000004,100.0,10.0489,2.5600000000000005,0.8281000000000001,1369.0,0.18489999999999998
28,7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,5,0.752,0.0,9.37368,66.74,131.6,32.618,17.86,5.170000000000001,329.0,6.6739999999999995,0.0,0.079776,0.568,1.12,0.2776,0.152,0.044000000000000004,2.8000000000000003,0.056799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.080119999999999,13.960799999999999,3.460284,1.89468,0.5484600000000001,34.902,0.708012,99.39999999999999,24.637,13.489999999999998,3.9050000000000002,248.5,5.0409999999999995,48.580000000000005,26.599999999999998,7.700000000000001,490.0,9.94,6.593,1.9085000000000003,121.45,2.4637000000000002,1.045,66.5,1.349,19.25,0.3905,24.849999999999998,88.36000000000001,0.0064,0.0,0.9944078399999999,50.41,196.0,12.0409,3.61,0.30250000000000005,1225.0,0.5041
