,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol*chlorides,alcohol*citric acid,alcohol*density,alcohol*fixed acidity,alcohol*free sulfur dioxide,alcohol*pH,alcohol*residual sugar,alcohol*sulphates,alcohol*total sulfur dioxide,alcohol*volatile acidity,chlorides*citric acid,chlorides*density,chlorides*fixed acidity,chlorides*free sulfur dioxide,chlorides*pH,chlorides*residual sugar,chlorides*sulphates,chlorides*total sulfur dioxide,chlorides*volatile acidity,citric acid*density,citric acid*fixed acidity,citric acid*free sulfur dioxide,citric acid*pH,citric acid*residual sugar,citric acid*sulphates,citric acid*total sulfur dioxide,citric acid*volatile acidity,density*fixed acidity,density*free sulfur dioxide,density*pH,density*residual sugar,density*sulphates,density*total sulfur dioxide,density*volatile acidity,fixed acidity*free sulfur dioxide,fixed acidity*pH,fixed acidity*residual sugar,fixed acidity*sulphates,fixed acidity*total sulfur dioxide,fixed acidity*volatile acidity,free sulfur dioxide*pH,free sulfur dioxide*residual sugar,free sulfur dioxide*sulphates,free sulfur dioxide*total sulfur dioxide,free sulfur dioxide*volatile acidity,pH*residual sugar,pH*sulphates,pH*total sulfur dioxide,pH*volatile acidity,residual sugar*sulphates,residual sugar*total sulfur dioxide,residual sugar*volatile acidity,sulphates*total sulfur dioxide,sulphates*volatile acidity,total sulfur dioxide*volatile acidity,alcohol**2,chlorides**2,citric acid**2,density**2,fixed acidity**2,free sulfur dioxide**2,pH**2,residual sugar**2,sulphates**2,total sulfur dioxide**2,volatile acidity**2
10,8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,0.396,4.92,11.8896,97.19999999999999,132.0,35.88,17.4,6.720000000000001,756.0,3.24,0.01353,0.0326964,0.2673,0.363,0.09867000000000001,0.047850000000000004,0.018480000000000003,2.079,0.008910000000000001,0.406228,3.3209999999999997,4.51,1.2259,0.5944999999999999,0.2296,25.83,0.1107,8.02548,10.8988,2.962492,1.43666,0.554848,62.4204,0.26751600000000003,89.1,24.219,11.745,4.5360000000000005,510.29999999999995,2.187,32.89,15.95,6.16,693.0,2.97,4.335500000000001,1.6744000000000003,188.37,0.8073000000000001,0.812,91.35,0.3915,35.28,0.15120000000000003,17.01,144.0,0.0010890000000000001,0.16809999999999997,0.98168464,65.61,121.0,8.940100000000001,2.1025,0.31360000000000005,3969.0,0.0729
11,8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,0.3395,3.88,9.64859,83.41999999999999,164.89999999999998,30.458,40.74,5.141,1057.3,2.231,0.014000000000000002,0.034814500000000005,0.301,0.5950000000000001,0.10990000000000001,0.14700000000000002,0.018550000000000004,3.8150000000000004,0.008050000000000002,0.39788,3.44,6.800000000000001,1.2560000000000002,1.6800000000000002,0.21200000000000002,43.6,0.09200000000000001,8.55442,16.9099,3.123358,4.17774,0.5271910000000001,108.4223,0.228781,146.2,27.004,36.12,4.558,937.4,1.978,53.38,71.4,9.01,1853.0,3.91,13.188,1.6642000000000001,342.26,0.7222000000000001,2.2260000000000004,457.8,0.9660000000000001,57.77,0.12190000000000001,25.07,94.08999999999999,0.0012250000000000002,0.16000000000000003,0.9894280900000001,73.96,289.0,9.8596,17.64,0.28090000000000004,11881.0,0.0529
12,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,0.43200000000000005,3.996,10.713600000000001,85.32000000000001,172.8,34.344,12.96,6.804,810.0,1.944,0.0148,0.03968,0.316,0.64,0.1272,0.048,0.0252,3.0,0.0072,0.36704,2.923,5.92,1.1766,0.444,0.2331,27.75,0.06659999999999999,7.8368,15.872,3.15456,1.1904,0.62496,74.4,0.17856,126.4,25.122000000000003,9.48,4.977,592.5,1.422,50.88,19.2,10.08,1200.0,2.88,3.816,2.0034,238.5,0.5724,0.756,90.0,0.216,47.25,0.1134,13.5,116.64000000000001,0.0016,0.1369,0.9840639999999999,62.410000000000004,256.0,10.112400000000001,1.44,0.39690000000000003,5625.0,0.0324
13,6.6,0.16,0.4,1.5,0.044000000000000004,48.0,143.0,0.9912,3.54,0.52,12.4,7,0.5456000000000001,4.960000000000001,12.29088,81.84,595.2,43.896,18.6,6.448,1773.2,1.9840000000000002,0.0176,0.0436128,0.2904,2.112,0.15576,0.066,0.022880000000000005,6.292000000000001,0.007040000000000001,0.39648,2.64,19.200000000000003,1.4160000000000001,0.6000000000000001,0.20800000000000002,57.2,0.064,6.541919999999999,47.5776,3.508848,1.4868,0.515424,141.7416,0.158592,316.79999999999995,23.363999999999997,9.899999999999999,3.432,943.8,1.056,169.92000000000002,72.0,24.96,6864.0,7.68,5.3100000000000005,1.8408,506.22,0.5664,0.78,214.5,0.24,74.36,0.08320000000000001,22.88,153.76000000000002,0.0019360000000000004,0.16000000000000003,0.9824774399999999,43.559999999999995,2304.0,12.531600000000001,2.25,0.27040000000000003,20449.0,0.0256
14,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,0.38799999999999996,6.013999999999999,9.701939999999999,80.51,397.7,28.906,186.725,6.499,1668.3999999999999,4.074,0.0248,0.040008,0.332,1.6400000000000001,0.1192,0.77,0.0268,6.88,0.0168,0.620124,5.146000000000001,25.419999999999998,1.8476,11.935,0.41540000000000005,106.64,0.26039999999999996,8.30166,41.0082,2.980596,19.25385,0.670134,172.0344,0.42008399999999996,340.3,24.734,159.775,5.561000000000001,1427.6000000000001,3.486,122.17999999999999,789.25,27.470000000000002,7052.0,17.22,57.365,1.9966000000000002,512.56,1.2516,12.8975,3311.0,8.084999999999999,115.24000000000001,0.2814,72.24,94.08999999999999,0.0016,0.3844,1.00040004,68.89000000000001,1681.0,8.8804,370.5625,0.4489000000000001,29584.0,0.17639999999999997
15,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,0.3648,4.332,11.30196,75.24,319.2,37.050000000000004,17.1,6.2700000000000005,1276.8,1.9380000000000002,0.01216,0.0317248,0.2112,0.896,0.10400000000000001,0.048,0.0176,3.584,0.00544,0.376732,2.508,10.64,1.235,0.5700000000000001,0.20900000000000002,42.56,0.0646,6.543239999999999,27.7592,3.22205,1.4870999999999999,0.54527,111.0368,0.168538,184.79999999999998,21.45,9.899999999999999,3.63,739.1999999999999,1.122,91.0,42.0,15.400000000000002,3136.0,4.760000000000001,4.875,1.7875,364.0,0.5525,0.8250000000000001,168.0,0.255,61.60000000000001,0.09350000000000001,19.040000000000003,129.96,0.001024,0.1444,0.9828739599999999,43.559999999999995,784.0,10.5625,2.25,0.30250000000000005,12544.0,0.028900000000000006
16,6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,0.4416,0.384,9.53088,60.48,288.0,31.104,10.56,3.456,950.4,4.608,0.00184,0.0456688,0.2898,1.38,0.14904,0.050600000000000006,0.01656,4.554,0.02208,0.039712000000000004,0.252,1.2,0.12960000000000002,0.044000000000000004,0.0144,3.96,0.0192,6.25464,29.784,3.2166720000000004,1.0920800000000002,0.357408,98.2872,0.47654399999999997,189.0,20.412,6.930000000000001,2.268,623.6999999999999,3.024,97.2,33.0,10.799999999999999,2970.0,14.399999999999999,3.5640000000000005,1.1664,320.76000000000005,1.5552000000000001,0.396,108.9,0.528,35.64,0.17279999999999998,47.519999999999996,92.16,0.002116,0.0016,0.9856518400000001,39.69,900.0,10.497600000000002,1.2100000000000002,0.1296,9801.0,0.2304
17,6.2,0.66,0.48,1.2,0.028999999999999998,29.0,75.0,0.9892,3.33,0.39,12.8,8,0.3712,6.144,12.661760000000001,79.36000000000001,371.20000000000005,42.624,15.36,4.992000000000001,960.0,8.448,0.013919999999999998,0.0286868,0.1798,0.841,0.09656999999999999,0.0348,0.011309999999999999,2.175,0.01914,0.47481599999999996,2.976,13.92,1.5984,0.576,0.1872,36.0,0.3168,6.13304,28.686799999999998,3.294036,1.1870399999999999,0.385788,74.19,0.652872,179.8,20.646,7.4399999999999995,2.418,465.0,4.0920000000000005,96.57000000000001,34.8,11.31,2175.0,19.14,3.996,1.2987,249.75,2.1978,0.46799999999999997,90.0,0.792,29.25,0.2574,49.5,163.84000000000003,0.0008409999999999998,0.2304,0.9785166399999999,38.440000000000005,841.0,11.0889,1.44,0.1521,5625.0,0.43560000000000004
18,7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,0.37290000000000006,4.746,11.20621,83.62,192.10000000000002,35.256,12.430000000000001,5.989000000000001,1932.3000000000002,3.8420000000000005,0.01386,0.0327261,0.24420000000000003,0.561,0.10296000000000001,0.036300000000000006,0.017490000000000002,5.643000000000001,0.01122,0.416514,3.108,7.14,1.3104,0.462,0.2226,71.82,0.1428,7.33858,16.858900000000002,3.094104,1.09087,0.525601,169.5807,0.33717800000000003,125.80000000000001,23.088,8.14,3.9220000000000006,1265.4,2.5160000000000005,53.04,18.700000000000003,9.01,2907.0,5.78,3.4320000000000004,1.6536000000000002,533.52,1.0608000000000002,0.5830000000000001,188.10000000000002,0.37400000000000005,90.63000000000001,0.18020000000000003,58.14000000000001,127.69000000000001,0.0010890000000000001,0.17639999999999997,0.98346889,54.760000000000005,289.0,9.7344,1.2100000000000002,0.28090000000000004,29241.0,0.11560000000000002
19,6.5,0.31,0.14,7.5,0.044000000000000004,34.0,133.0,0.9955,3.22,0.5,9.5,5,0.41800000000000004,1.33,9.45725,61.75,323.0,30.590000000000003,71.25,4.75,1263.5,2.945,0.006160000000000001,0.04380200000000001,0.28600000000000003,1.4960000000000002,0.14168000000000003,0.33,0.022000000000000002,5.852,0.013640000000000001,0.13937000000000002,0.9100000000000001,4.760000000000001,0.4508000000000001,1.05,0.07,18.62,0.0434,6.470750000000001,33.847,3.2055100000000003,7.4662500000000005,0.49775,132.4015,0.308605,221.0,20.93,48.75,3.25,864.5,2.015,109.48,255.0,17.0,4522.0,10.54,24.150000000000002,1.61,428.26000000000005,0.9982000000000001,3.75,997.5,2.325,66.5,0.155,41.23,90.25,0.0019360000000000004,0.019600000000000003,0.9910202500000002,42.25,1156.0,10.368400000000001,56.25,0.25,17689.0,0.0961
20,6.2,0.66,0.48,1.2,0.028999999999999998,29.0,75.0,0.9892,3.33,0.39,12.8,8,0.3712,6.144,12.661760000000001,79.36000000000001,371.20000000000005,42.624,15.36,4.992000000000001,960.0,8.448,0.013919999999999998,0.0286868,0.1798,0.841,0.09656999999999999,0.0348,0.011309999999999999,2.175,0.01914,0.47481599999999996,2.976,13.92,1.5984,0.576,0.1872,36.0,0.3168,6.13304,28.686799999999998,3.294036,1.1870399999999999,0.385788,74.19,0.652872,179.8,20.646,7.4399999999999995,2.418,465.0,4.0920000000000005,96.57000000000001,34.8,11.31,2175.0,19.14,3.996,1.2987,249.75,2.1978,0.46799999999999997,90.0,0.792,29.25,0.2574,49.5,163.84000000000003,0.0008409999999999998,0.2304,0.9785166399999999,38.440000000000005,841.0,11.0889,1.44,0.1521,5625.0,0.43560000000000004
21,6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,0.418,4.18,10.9032,70.4,209.0,34.87,31.9,3.8499999999999996,1122.0,3.41,0.01444,0.0376656,0.2432,0.722,0.12046,0.11019999999999999,0.0133,3.876,0.011779999999999999,0.376656,2.4320000000000004,7.22,1.2046,1.1019999999999999,0.13299999999999998,38.76,0.1178,6.34368,18.8328,3.142104,2.8744799999999997,0.34691999999999995,101.1024,0.307272,121.60000000000001,20.288,18.56,2.2399999999999998,652.8000000000001,1.984,60.23,55.1,6.6499999999999995,1938.0,5.89,9.193,1.1095,323.34,0.9827,1.015,295.8,0.899,35.699999999999996,0.1085,31.62,121.0,0.001444,0.1444,0.9824774399999999,40.96000000000001,361.0,10.0489,8.41,0.12249999999999998,10404.0,0.0961
22,6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,0.5145000000000001,4.41,10.4265,71.39999999999999,430.5,36.435,17.849999999999998,5.04,1281.0,2.73,0.02058,0.048657,0.3332,2.009,0.17003000000000001,0.0833,0.02352,5.978000000000001,0.012740000000000001,0.41706,2.856,17.22,1.4574,0.714,0.20159999999999997,51.239999999999995,0.1092,6.7524,40.713,3.44571,1.6881,0.47663999999999995,121.146,0.25818,278.8,23.596,11.559999999999999,3.264,829.6,1.768,142.27,69.7,19.68,5002.0,10.66,5.899,1.6656,423.34000000000003,0.9022000000000001,0.816,207.4,0.442,58.559999999999995,0.1248,31.720000000000002,110.25,0.0024010000000000004,0.17639999999999997,0.986049,46.239999999999995,1681.0,12.0409,2.8899999999999997,0.2304,14884.0,0.06760000000000001
23,7.6,0.67,0.14,1.5,0.07400000000000001,25.0,168.0,0.9937,3.05,0.51,9.3,5,0.6882000000000001,1.3020000000000003,9.24141,70.68,232.50000000000003,28.365000000000002,13.950000000000001,4.743,1562.4,6.231000000000001,0.010360000000000003,0.07353380000000001,0.5624,1.8500000000000003,0.2257,0.11100000000000002,0.03774,12.432000000000002,0.04958000000000001,0.13911800000000002,1.064,3.5000000000000004,0.427,0.21000000000000002,0.0714,23.520000000000003,0.09380000000000001,7.5521199999999995,24.8425,3.030785,1.49055,0.506787,166.9416,0.665779,190.0,23.179999999999996,11.399999999999999,3.876,1276.8,5.092,76.25,37.5,12.75,4200.0,16.75,4.574999999999999,1.5554999999999999,512.4,2.0435,0.765,252.0,1.0050000000000001,85.68,0.3417,112.56,86.49000000000001,0.005476000000000002,0.019600000000000003,0.9874396900000001,57.76,625.0,9.302499999999998,2.25,0.2601,28224.0,0.4489000000000001
24,6.6,0.27,0.41,1.3,0.052000000000000005,16.0,142.0,0.9951,3.42,0.47,10.0,6,0.52,4.1,9.951,66.0,160.0,34.2,13.0,4.699999999999999,1420.0,2.7,0.021320000000000002,0.051745200000000005,0.3432,0.8320000000000001,0.17784,0.06760000000000001,0.02444,7.384,0.014040000000000002,0.407991,2.7059999999999995,6.56,1.4022,0.533,0.19269999999999998,58.22,0.1107,6.567659999999999,15.9216,3.4032419999999997,1.29363,0.467697,141.3042,0.268677,105.6,22.572,8.58,3.102,937.1999999999999,1.782,54.72,20.8,7.52,2272.0,4.32,4.446,1.6074,485.64,0.9234,0.611,184.6,0.35100000000000003,66.74,0.1269,38.34,100.0,0.0027040000000000007,0.16809999999999997,0.9902240099999999,43.559999999999995,256.0,11.696399999999999,1.6900000000000002,0.22089999999999999,20164.0,0.0729
25,7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,0.4784,3.3280000000000003,10.353200000000001,72.8,582.4,33.800000000000004,93.60000000000001,5.2,2548.0,2.6,0.01472,0.045793,0.322,2.576,0.1495,0.414,0.023,11.27,0.0115,0.31856,2.24,17.92,1.04,2.88,0.16,78.4,0.08,6.968500000000001,55.748000000000005,3.2353750000000003,8.9595,0.49775,243.8975,0.248875,392.0,22.75,63.0,3.5,1715.0,1.75,182.0,504.0,28.0,13720.0,14.0,29.25,1.625,796.25,0.8125,4.5,2205.0,2.25,122.5,0.125,61.25,108.16000000000001,0.002116,0.1024,0.9910202500000002,49.0,3136.0,10.5625,81.0,0.25,60025.0,0.0625
26,6.9,0.24,0.35,1.0,0.052000000000000005,35.0,146.0,0.993,3.45,0.44,10.0,6,0.52,3.5,9.93,69.0,350.0,34.5,10.0,4.4,1460.0,2.4,0.0182,0.051636,0.35880000000000006,1.82,0.17940000000000003,0.052000000000000005,0.02288,7.5920000000000005,0.01248,0.34754999999999997,2.415,12.25,1.2075,0.35,0.154,51.099999999999994,0.08399999999999999,6.8517,34.755,3.42585,0.993,0.43692,144.978,0.23831999999999998,241.5,23.805000000000003,6.9,3.036,1007.4000000000001,1.656,120.75,35.0,15.4,5110.0,8.4,3.45,1.518,503.70000000000005,0.828,0.44,146.0,0.24,64.24,0.1056,35.04,100.0,0.0027040000000000007,0.12249999999999998,0.986049,47.61000000000001,1225.0,11.902500000000002,1.0,0.1936,21316.0,0.0576
27,7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,0.5355,4.095,10.45905,73.5,336.0,35.49,91.35,5.565,1480.5,2.9400000000000004,0.019889999999999998,0.050801099999999995,0.357,1.632,0.17237999999999998,0.44369999999999993,0.02703,7.191,0.014280000000000001,0.388479,2.73,12.48,1.3182,3.393,0.20670000000000002,54.99,0.10920000000000002,6.9727,31.8752,3.366818,8.66607,0.527933,140.4501,0.27890800000000004,224.0,23.66,60.89999999999999,3.71,987.0,1.9600000000000002,108.16,278.4,16.96,4512.0,8.96,29.405999999999995,1.7914,476.58,0.9464,4.611,1226.6999999999998,2.436,74.73,0.14840000000000003,39.480000000000004,110.25,0.0026009999999999996,0.1521,0.99221521,49.0,1024.0,11.424399999999999,75.68999999999998,0.28090000000000004,19881.0,0.07840000000000001
